research_paper_id,year,author_id,author
1074,2023,270,"Foshey, Michael"
1074,2023,271,"Wang, Bohan"
1074,2023,272,"Hähnlein, Felix"
1074,2023,273,"Ma, Pingchuan"
1074,2023,274,"Deng, Bolei"
1074,2023,275,"Tjandrasuwita, Megan"
1074,2023,276,"Spielberg, Andrew"
1074,2023,277,"Owens, Crystal Elaine"
1074,2023,278,"Chen, Peter Yichen"
1074,2023,279,"Zhao, Allan"
1074,2023,280,"Zhu, Amy"
1074,2023,281,"Norton, Wil J"
1074,2023,282,"Gu, Edward"
1074,2023,283,"Jacob, Joshua"
1074,2023,284,"Li, Yifei"
1074,2023,285,"Schulz, Adriana"
1074,2023,266,"Matusik, Wojciech"
886,2012,286,"Sun, Chen"
886,2012,287,"Chen, Chia-Hsin Owen"
886,2012,288,"Kurian, George"
886,2012,289,"Wei, Lan"
886,2012,290,"Miller, Jason"
886,2012,240,"Agarwal, Anant"
886,2012,291,"Peh, Li-Shiuan"
886,2012,292,"Stojanovic, Vladimir"
405,2005,293,"Feamster, Nick"
405,2005,294,"Johari, Ramesh"
405,2005,295,"Balakrishnan, Hari"
651,2008,233,"Katabi, Dina"
651,2008,232,"Gollakota, Shyamnath"
132,2002,296,"Liskov, Barbara H."
132,2002,297,"Moh, Chuang-Hue"
132,2002,298,"Richman, Steven"
132,2002,299,"Shrira, Liuba"
132,2002,300,"Chueng, Yin"
132,2002,301,"Boyapati, Chandrasekhar"
890,2012,302,"Isik, Leyla"
890,2012,303,"Meyers, Ethan M."
890,2012,304,"Leibo, Joel Z."
890,2012,15,"Poggio, Tomaso"
532,2006,305,"Fan, Rui"
532,2006,306,"Lynch, Nancy"
900,2012,307,"Liskov, Barbara"
900,2012,308,"Cowling, James"
708,2009,233,"Katabi, Dina"
708,2009,309,"Rahul, Hariharan"
708,2009,310,"Jakubczak, Szymon"
1069,2021,255,"Shen, Jiasi"
1069,2021,251,"Rinard, Martin"
1015,2015,311,"Beckmann, Nathan"
1015,2015,312,"Sanchez, Daniel"
596,2007,313,"Woo, Grace Rusi"
596,2007,314,"Kheradpour, Pouya"
596,2007,233,"Katabi, Dina"
449,2005,315,"Marnette, Bruno"
449,2005,316,"Kuncak, Viktor"
449,2005,251,"Rinard, Martin"
946,2013,317,"Chiesa, Alessandro"
946,2013,318,"Micali, Silvio"
946,2013,319,"Zhu, Zeyuan Allen"
1009,2015,320,"Chen, Tiffany Yu-Han"
1009,2015,321,"Sivaraman, Anirudh"
1009,2015,322,"Das, Somak"
1009,2015,323,"Ravindranath, Lenin"
1009,2015,295,"Balakrishnan, Hari"
331,2004,324,"Salcianu, Alexandru"
331,2004,251,"Rinard, Martin"
460,2005,325,"Ajmani, Sameer"
962,2014,326,"Chen, Jing"
962,2014,318,"Micali, Silvio"
962,2014,327,"Pass, Rafael"
421,2005,328,"Su, Sara L."
421,2005,235,"Durand, Fredo"
421,2005,329,"Agrawala, Maneesh"
516,2006,330,"Thies, William"
516,2006,331,"Urbanski, John Paul"
516,2006,332,"Thorsen, Todd"
516,2006,239,"Amarasinghe, Saman"
884,2012,333,"Effinger, Robert"
20,2000,46,"Riesenhuber, Maximilian"
20,2000,15,"Poggio, Tomaso"
1008,2015,334,"Feizi, Soheil"
1008,2015,335,"Makhdoumi, Ali"
1008,2015,336,"Duffy, Ken"
1008,2015,337,"Kellis, Manolis"
1008,2015,338,"Medard, Muriel"
127,2002,339,"Ne Win, Toh"
127,2002,340,"Ernst, Michael D."
319,2004,341,"Weinstein, Eugene"
319,2004,342,"Steele, Kenneth"
319,2004,240,"Agarwal, Anant"
319,2004,343,"Glass, James"
858,2011,344,"Guo, Nina X."
385,2004,345,"Balazinska, Magdalena"
385,2004,295,"Balakrishnan, Hari"
385,2004,346,"Madden, Samuel"
385,2004,347,"Stonebraker, Mike"
971,2014,348,"Sidiroglou-Douskos, Stelios"
971,2014,349,"Lahtinen, Eric"
971,2014,249,"Long, Fan"
971,2014,350,"Piselli, Paolo"
971,2014,251,"Rinard, Martin"
188,2003,316,"Kuncak, Viktor"
188,2003,251,"Rinard, Martin"
748,2009,60,"Kaelbling, Leslie Pack"
748,2009,351,"Lozano-Perez, Tomas"
727,2009,306,"Lynch, Nancy"
727,2009,352,"Newport, Calvin"
502,2006,353,"Canetti, Ran"
502,2006,354,"Cheung, Ling"
502,2006,355,"Kaynar, Dilsun"
502,2006,356,"Liskov, Moses"
502,2006,306,"Lynch, Nancy"
502,2006,357,"Pereira, Olivier"
502,2006,358,"Segala, Roberto"
114,2002,301,"Boyapati, Chandrasekhar"
114,2002,359,"Lee, Robert"
114,2002,251,"Rinard, Martin"
749,2009,360,"Roy, Nicholas"
749,2009,361,"He, Ruijie"
580,2007,362,"Chachulski, Szymon"
580,2007,363,"Jennings, Michael"
580,2007,364,"Katti, Sachin"
580,2007,233,"Katabi, Dina"
68,2001,365,"Thies, William F."
68,2001,366,"Karczmarek, Michael"
68,2001,239,"Amarasinghe, Saman"
903,2012,367,"Dong, Shuonan"
1072,2023,368,"Rivest, Ronald"
1072,2023,369,"Schiefelbein, M. Curran"
1072,2023,370,"Zissman, Marc A."
1072,2023,371,"Bay, Jason"
1072,2023,372,"Bugnion, Edouard"
1072,2023,373,"Finnerty, Jill"
1072,2023,374,"Liccardi, Ilaria"
1072,2023,375,"Nelson, Brad"
1072,2023,376,"Norige, Adam S."
1072,2023,377,"Shen, Emily H."
1072,2023,378,"Wanger, Jenny"
1072,2023,379,"Yahalom, Raphael"
1072,2023,380,"Alekseyev, Jesslyn D."
1072,2023,381,"Brubaker, Chad"
1072,2023,382,"Ferretti, Luca"
1072,2023,383,"Ishikawa, Charlie"
1072,2023,384,"Raykova, Mariana"
1072,2023,385,"Schlaman, Brendan"
1072,2023,386,"Schwartz, Robert X."
1072,2023,387,"Sudduth, Emma"
1072,2023,388,"Tessaro, Stefano"
825,2010,389,"Azar, Pablo"
825,2010,326,"Chen, Jing"
825,2010,318,"Micali, Silvio"
928,2013,390,"Kim, Heejung"
928,2013,391,"Wohlwend, Jeremy"
928,2013,304,"Leibo, Joel Z."
928,2013,15,"Poggio, Tomaso"
923,2013,392,"Levin, Anat"
923,2013,393,"Glasner, Daniel"
923,2013,394,"Xiong, Ying"
923,2013,235,"Durand, Fredo"
923,2013,395,"Freeman, William"
923,2013,266,"Matusik, Wojciech"
923,2013,396,"Zickler, Todd"
37,2001,397,"Fu, Kevin"
37,2001,398,"Sit, Emil"
37,2001,399,"Smith, Kendra"
37,2001,293,"Feamster, Nick"
1029,2016,400,"Rock, Colleen T."
981,2015,401,"Beckler, Kendra K."
147,2002,402,"Clarke, Dwaine"
147,2002,403,"Gassend, Blaise"
147,2002,404,"Suh, G. Edward"
147,2002,405,"van Dijk, Marten"
147,2002,406,"Devadas, Srinivas"
852,2011,407,"Jayaraman, Karthick"
852,2011,408,"Ganesh, Vijay"
852,2011,409,"Tripunitara, Mahesh"
852,2011,410,"Rinard, Martin C."
852,2011,411,"Chapin, Steve J."
933,2013,249,"Long, Fan"
933,2013,348,"Sidiroglou-Douskos, Stelios"
933,2013,412,"Kim, Deokhwan"
933,2013,251,"Rinard, Martin"
556,2006,50,"Morency, Louis-Philippe"
893,2012,413,"Johannsson, Hordur"
893,2012,414,"Kaess, Michael"
893,2012,415,"Fallon, Maurice"
893,2012,224,"Leonard, John J."
617,2007,416,"Papi, Matthew M."
617,2007,417,"Ali, Mahmood"
617,2007,418,"Correa Jr., Telmo Luis"
617,2007,419,"Perkins, Jeff H."
617,2007,340,"Ernst, Michael D."
775,2010,412,"Kim, Deokhwan"
775,2010,420,"Misailovic, Sasa"
775,2010,251,"Rinard, Martin"
452,2005,421,"Dolev, Shlomi"
452,2005,422,"Lahiani, Limor"
452,2005,306,"Lynch, Nancy"
452,2005,423,"Nolte, Tina"
142,2002,403,"Gassend, Blaise"
142,2002,404,"Suh, G. Edward"
142,2002,402,"Clarke, Dwaine"
142,2002,405,"van Dijk, Marten"
142,2002,406,"Devadas, Srinivas"
479,2005,424,"Hajiaghayi, MohammadTaghi"
479,2005,425,"Kortsarz, Guy"
479,2005,426,"Salavatipour, Mohammad R."
50,2001,325,"Ajmani, Sameer"
50,2001,427,"Morris, Robert T."
50,2001,296,"Liskov, Barbara H."
787,2010,407,"Jayaraman, Karthick"
787,2010,410,"Rinard, Martin C."
787,2010,409,"Tripunitara, Mahesh"
787,2010,408,"Ganesh, Vijay"
787,2010,428,"Chapin, Steve"
640,2008,429,"Christoudias, C. Mario"
640,2008,430,"Urtasun, Raquel"
640,2008,37,"Darrell, Trevor"
22,2000,431,"Kumar, Vinay"
22,2000,15,"Poggio, Tomaso"
161,2002,432,"Tan, Godfrey"
453,2005,364,"Katti, Sachin"
453,2005,233,"Katabi, Dina"
453,2005,433,"Puchala, Katarzyna"
106,2002,434,"Zee, Karen"
106,2002,251,"Rinard, Martin"
1059,2018,255,"Shen, Jiasi"
1059,2018,435,"Rinard, MArtin"
526,2006,353,"Canetti, Ran"
526,2006,354,"Cheung, Ling"
526,2006,355,"Kaynar, Dilsun"
526,2006,356,"Liskov, Moses"
526,2006,306,"Lynch, Nancy"
526,2006,357,"Pereira, Olivier"
526,2006,358,"Segala, Roberto"
271,2003,356,"Liskov, Moses"
803,2010,436,"Salakhutdinov, Ruslan"
803,2010,437,"Hinton, Geoffrey"
53,2001,438,"Keidar, Idit"
53,2001,439,"Rajsbaum, Sergio"
723,2009,440,"Terashima, Yoshito"
766,2009,318,"Micali, Silvio"
766,2009,326,"Chen, Jing"
91,2001,441,"Larsen, Samuel"
91,2001,442,"Witchel, Emmett"
91,2001,239,"Amarasinghe, Saman"
1032,2016,252,"Finlayson, Mark Alan"
929,2013,443,"Carbin, Michael"
929,2013,420,"Misailovic, Sasa"
929,2013,251,"Rinard, Martin"
769,2009,239,"Amarasinghe, Saman"
769,2009,444,"Rabbah, Rodric"
769,2009,441,"Larsen, Samuel"
816,2010,445,"Hoffmann, Henry"
816,2010,446,"Maggio, Martina"
816,2010,447,"Santambrogio, Marco D."
816,2010,448,"Leva, Alberto"
816,2010,240,"Agarwal, Anant"
870,2011,449,"Mroueh, Youssef"
870,2011,15,"Poggio, Tomaso"
870,2011,197,"Rosasco, Lorenzo"
870,2011,450,"Slotine, Jean-Jacques E."
1006,2015,451,"Abelson, Harold"
1006,2015,452,"Anderson, Ross"
1006,2015,453,"Bellovin, Steven M."
1006,2015,454,"Benaloh, Josh"
1006,2015,455,"Blaze, Matt"
1006,2015,456,"Diffie, Whitfield"
1006,2015,457,"Gilmore, John"
1006,2015,458,"Green, Matthew"
1006,2015,459,"Landau, Susan"
1006,2015,460,"Neumann, Peter G."
1006,2015,461,"Rivest, Ronald L."
1006,2015,462,"Schiller, Jeffrey I."
1006,2015,463,"Schneier, Bruce"
1006,2015,464,"Specter, Michael"
1006,2015,465,"Weitzner, Daniel J."
1016,2015,311,"Beckmann, Nathan"
1016,2015,312,"Sanchez, Daniel"
910,2012,466,"Gharbi, Michael"
910,2012,467,"Malisiewicz, Tomasz"
910,2012,468,"Paris, Sylvain"
910,2012,469,"Durand, Frédo"
611,2007,470,"Ehrmann, Stephen C."
611,2007,471,"Gilbert, Steven W."
611,2007,472,"McMartin, Flora"
841,2011,473,"Krishna, Tushar"
841,2011,474,"Beckmann, Bradford M."
841,2011,291,"Peh, Li-Shiuan"
841,2011,475,"Reinhardt, Steven K."
493,2006,476,"Blackmore, Lars"
493,2006,477,"Block, Steve"
193,2003,478,"Ostrovsky, Rafail"
193,2003,479,"Rackoff, Charles"
193,2003,480,"Smith, Adam"
633,2008,481,"Silva, Marco da"
633,2008,482,"Abe, Yeuhi"
633,2008,483,"Popovic, Jovan"
747,2009,21,"Beal, Jacob"
747,2009,484,"Indurkhya, Sagar"
133,2002,301,"Boyapati, Chandrasekhar"
133,2002,359,"Lee, Robert"
133,2002,251,"Rinard, Martin"
464,2005,485,"Zhang, MIchael"
464,2005,486,"Asanovic, Krste"
1052,2018,267,"Bhargava, Nikhil"
1052,2018,487,"Muise, Christian"
1052,2018,488,"Vaquero, Tiago"
1052,2018,489,"Williams, Brian"
570,2007,116,"Monteleoni, Claire"
570,2007,490,"Kaariainen, Matti"
661,2008,491,"Milch, Brian"
661,2008,492,"Koller, Daphne"
662,2008,326,"Chen, Jing"
662,2008,318,"Micali, Silvio"
175,2002,493,"Mirrokni, Vahab S."
175,2002,238,"Lee, Walter"
175,2002,101,"Karger, David"
175,2002,239,"Amarasinghe, Saman"
754,2009,494,"Shakhnarovich, Greg"
754,2009,495,"Bouvrie, Jake"
754,2009,197,"Rosasco, Lorenzo"
754,2009,496,"Smale, Steve"
652,2008,497,"Bileschi, Stanley M"
1038,2017,498,"Rosen, David M."
1038,2017,499,"Carlone, Luca"
1038,2017,500,"Bandeira, Afonso S."
1038,2017,224,"Leonard, John J."
658,2008,501,"McAllester, David"
658,2008,491,"Milch, Brian"
658,2008,502,"Goodman, Noah D."
347,2004,503,"Walfish, Michael"
347,2004,504,"Stribling, Jeremy"
347,2004,505,"Krohn, Maxwell"
347,2004,295,"Balakrishnan, Hari"
347,2004,506,"Morris, Robert"
347,2004,507,"Shenker, Scott"
377,2004,316,"Kuncak, Viktor"
377,2004,251,"Rinard, Martin"
925,2013,508,"Evans, Isaac"
925,2013,509,"Lynch, Joseph"
682,2008,510,"De Vito, Ernesto"
682,2008,511,"Belkin, Mikhail"
682,2008,197,"Rosasco, Lorenzo"
932,2013,15,"Poggio, Tomaso"
932,2013,512,"Mutch, Jim"
932,2013,513,"Anselmi, Fabio"
932,2013,514,"Tacchetti, Andrea"
932,2013,197,"Rosasco, Lorenzo"
932,2013,304,"Leibo, Joel Z."
169,2002,404,"Suh, G. Edward"
169,2002,402,"Clarke, Dwaine"
169,2002,403,"Gassend, Blaise"
169,2002,405,"van Dijk, Marten"
169,2002,406,"Devadas, Srinivas"
487,2006,19,"Zollei, Lilla"
52,2001,515,"Tanudjaja, Francisco"
52,2001,516,"Mui, Lik"
699,2008,155,"Tenenbaum, Joshua B."
699,2008,517,"Jonas, Eric M."
699,2008,518,"Mansinghka, Vikash K."
459,2005,38,"Arkoudas, Konstantine"
330,2004,293,"Feamster, Nick"
330,2004,295,"Balakrishnan, Hari"
713,2009,519,"Tip, Frank"
713,2009,340,"Ernst, Michael D."
713,2009,520,"Dig, Danny"
713,2009,521,"Dolby, Julian"
713,2009,522,"Kiezun, Adam"
713,2009,523,"Artzi, Shay"
713,2009,524,"Paradkar, Amit"
844,2011,525,"Lau, Eric"
844,2011,526,"Miller, Jason E"
844,2011,527,"Choi, Inseok"
844,2011,528,"Yeung, Donald"
844,2011,239,"Amarasinghe, Saman"
844,2011,240,"Agarwal, Anant"
76,2001,529,"Teller, Seth"
575,2007,308,"Cowling, James"
575,2007,530,"Myers, Daniel"
575,2007,307,"Liskov, Barbara"
575,2007,531,"Rodrigues, Rodrigo"
575,2007,299,"Shrira, Liuba"
637,2008,523,"Artzi, Shay"
637,2008,522,"Kiezun, Adam"
637,2008,521,"Dolby, Julian"
637,2008,519,"Tip, Frank"
637,2008,520,"Dig, Danny"
637,2008,524,"Paradkar, Amit"
637,2008,340,"Ernst, Michael D."
251,2003,532,"Livadas, Carolos"
251,2003,533,"Lynch, Nancy A."
4,2000,534,"Barua, Rajeev"
442,2005,21,"Beal, Jacob"
19,2000,535,"Kohler, Eddie"
19,2000,536,"Chen, Benjie"
19,2000,537,"Kaashoek, M. Frans"
19,2000,427,"Morris, Robert T."
19,2000,538,"Poletto, Massimiliano"
514,2006,476,"Blackmore, Lars"
719,2009,268,"Williams, Brian C."
719,2009,539,"Ono, Masahiro"
824,2010,326,"Chen, Jing"
824,2010,318,"Micali, Silvio"
832,2011,540,"Popa, Raluca Ada"
832,2011,541,"Zeldovich, Nickolai"
832,2011,295,"Balakrishnan, Hari"
753,2009,542,"Miller, Rob"
753,2009,101,"Karger, David"
753,2009,543,"Marcus, Adam"
753,2009,544,"Bernstein, Michael"
578,2007,364,"Katti, Sachin"
578,2007,545,"Cohen, Jeffrey"
578,2007,233,"Katabi, Dina"
655,2008,327,"Pass, Rafael"
655,2008,546,"Vaikuntanathan, Vinod"
821,2010,412,"Kim, Deokhwan"
821,2010,410,"Rinard, Martin C."
168,2002,532,"Livadas, Carolos"
168,2002,533,"Lynch, Nancy A."
26,2000,547,"Fekete, Alan"
26,2000,438,"Keidar, Idit"
110,2002,233,"Katabi, Dina"
110,2002,548,"Blake, Charles"
776,2010,240,"Agarwal, Anant"
776,2010,290,"Miller, Jason"
776,2010,311,"Beckmann, Nathan"
776,2010,549,"Wentzlaff, David"
636,2008,550,"Newton, Ryan"
636,2008,551,"Girod, Lewis"
636,2008,552,"Craig, Michael"
636,2008,553,"Madden, Sam"
636,2008,554,"Morrisett, Greg"
987,2015,555,"Khan, Muhammad Taimoor"
987,2015,556,"Serpanos, Dimitrios"
987,2015,110,"Shrobe, Howard"
960,2014,557,"Abari, Omid"
960,2014,309,"Rahul, Hariharan"
960,2014,233,"Katabi, Dina"
698,2008,306,"Lynch, Nancy"
698,2008,357,"Pereira, Olivier"
698,2008,355,"Kaynar, Dilsun"
698,2008,354,"Cheung, Ling"
698,2008,353,"Canetti, Ran"
190,2003,558,"Kaminsky, Michael"
190,2003,559,"Peterson, Eric"
190,2003,397,"Fu, Kevin"
190,2003,560,"Mazières, David"
190,2003,537,"Kaashoek, M. Frans"
389,2004,316,"Kuncak, Viktor"
389,2004,251,"Rinard, Martin"
1043,2017,163,"Benjamin, Michael R."
894,2012,15,"Poggio, Tomaso"
814,2010,561,"Popic, Victoria"
462,2005,325,"Ajmani, Sameer"
462,2005,307,"Liskov, Barbara"
462,2005,299,"Shrira, Liuba"
462,2005,562,"Curtis, Dorothy"
378,2004,116,"Monteleoni, Claire"
378,2004,295,"Balakrishnan, Hari"
378,2004,293,"Feamster, Nick"
378,2004,44,"Jaakkola, Tommi"
191,2003,563,"Krashinsky, Ronny"
474,2005,424,"Hajiaghayi, MohammadTaghi"
474,2005,425,"Kortsarz, Guy"
474,2005,426,"Salavatipour, Mohammad R."
926,2013,564,"Simosa, Jorge D."
364,2004,531,"Rodrigues, Rodrigo"
364,2004,307,"Liskov, Barbara"
763,2009,318,"Micali, Silvio"
763,2009,326,"Chen, Jing"
984,2015,249,"Long, Fan"
984,2015,248,"Qi, Zichao"
984,2015,250,"Achour, Sara"
984,2015,251,"Rinard, Martin"
670,2008,565,"Vandiver, Benjamin Mead"
536,2006,333,"Effinger, Robert"
891,2012,389,"Azar, Pablo"
891,2012,318,"Micali, Silvio"
365,2004,21,"Beal, Jacob"
96,2001,566,"Wang, Karen"
588,2007,430,"Urtasun, Raquel"
588,2007,37,"Darrell, Trevor"
566,2007,316,"Kuncak, Viktor"
959,2014,567,"Adib, Fadel"
959,2014,568,"Kabelac, Zachary"
959,2014,233,"Katabi, Dina"
673,2008,569,"Quattoni, Ariadna"
673,2008,570,"Carreras, Xavier"
673,2008,571,"Collins, Michael"
673,2008,37,"Darrell, Trevor"
629,2007,572,"Masquelier, Timothee"
629,2007,157,"Serre, Thomas"
629,2007,573,"Thorpe, Simon"
629,2007,15,"Poggio, Tomaso"
877,2011,469,"Durand, Frédo"
908,2012,307,"Liskov, Barbara"
221,2003,574,"Kiriansky, Vladimir"
221,2003,253,"Bruening, Derek"
221,2003,239,"Amarasinghe, Saman"
419,2005,306,"Lynch, Nancy"
419,2005,575,"Mitra, Sayan"
419,2005,423,"Nolte, Tina"
